X,Y,Name,description,osm_id,operator:type,healthcare:speciality,addr:full,amenity,capacity:persons,healthcare,addr:city,source,building,TestingAvailability,BedAvailability,VentilatorAvailability
5.6124147,6.3285132000000015,Oretse Medical Centre,,2155708192,,,,hospital,,,,,,False,True,True
4.7914739,8.2780545,Primary Health Centre,,2157172492,,,,hospital,,,,,,True,True,True
4.8051725,8.2977431,Primary Health Centre,,2157207247,,,,hospital,,,,,,True,False,True
4.8280262,8.3206741,Primary Health Centre,,2157209778,,,,hospital,,,,,,False,False,True
5.6002852,6.2984263,MaxiHealth Medical Centre,,2160845043,,,,hospital,,,,,,True,True,True
5.625300900000001,6.3262624,Nasi Pharmacy,,2161071405,,,,pharmacy,,pharmacy,,,,True,False,True
5.6252333,6.3266028,New Smile Dental Clinic,,2161071550,,,,dentist,,dentist,,,,True,True,True
5.598339299999999,6.3117789,Spring Oak Pharmacy,,2161097166,,,,pharmacy,,,,,,True,False,True
5.6252603,6.3310290999999985,Valif Pharmacy,,2161111550,,,,pharmacy,,pharmacy,,,,True,False,True
11.1712739,10.2604641,ZBA clinic,,2293693897,,,,hospital,,,,,,True,False,True
5.5979947,6.3384324,Hanora Clinic,,2344271062,,,,hospital,,,,,,False,True,True
5.604426,6.3343199,Calvary Medical Centre,,2344280071,,,,hospital,,,,,,True,False,True
5.595961900000002,6.3355777,St. Lawrence Medical Clinic,,2344280078,,,,hospital,,,,,,False,False,True
5.6010974,6.3475747,Shalom clinic & Maternity,,2344305970,,,,hospital,,,,,,False,False,True
5.6067505,6.3322083,Bupa Medical Centre,,2344316133,,,,hospital,,,,,,True,True,True
5.608807499999998,6.3297104000000015,Gims Medical Centre,,2344316139,,,,hospital,,,,,,True,True,True
5.6005415,6.3250905999999985,Quick Recovery Medical Center,,2344328623,,,,hospital,,,,,,True,False,True
5.6105238,6.3511547,Azuwa Hospital,,2344426939,,,,hospital,,,,,,False,False,True
5.6060622,6.3155887,NAF Medical Centre,,2344448401,,,,hospital,,,,,,False,True,True
5.6262050000000015,6.3295129,Christ Medical Center,,2344466059,,,,hospital,,hospital,,,,False,False,True
5.6242819000000015,6.3278425,,,2344466082,,,,pharmacy,,pharmacy,,,,False,False,True
5.6096868,6.336216,Newgate Trust Pharmacy,,2344543050,,,,pharmacy,,,,,,True,False,True
5.6157171,6.3368143,Ewaen Clinic&Maternity,,2349397490,,,,hospital,,,,,,False,True,True
5.6269552,6.3530968,St. Bridget X - Ray Centre,,2349424016,,,,hospital,,,,,,True,True,True
5.6306475,6.3448945,,,2349475745,,,,,,laboratory,,,,True,True,True
5.626282700000001,6.3380042,Fenoma Hospital,,2349477426,,,,hospital,,hospital,,,,True,False,True
5.616868,6.3529911,Ladith Pharmacy,,2350815002,,,,pharmacy,,,,,,False,True,True
5.6194709000000005,6.3441675,Lemik Specialist Clinic,,2350899871,,,,hospital,,,,,,False,False,True
3.6400233,12.7969885,C.S.I de Kara Kara,,2428001692,,,,clinic,,,,survey,,True,False,True
7.516717999999999,6.481356,Aickon Specialist Hospital,,2455132999,,,,hospital,,,,,,False,True,True
7.4956429999999985,6.464027,Alfa Medical Center,,2455133001,,,,clinic,,,,,,True,True,True
7.494027,6.4789080000000006,Alpha Specialist Hospital,,2455133003,,,,hospital,,,,,,True,True,True
7.519431,6.479913,Chinwendu Clinic & Maternity,,2455133015,,,,clinic,,,,,,False,True,True
7.4862350000000015,6.479817,Christ The King Hospital,,2455133016,,,,hospital,,,,,,True,False,True
7.477927,6.449914,Colliery Hospital,,2455133021,,,,hospital,,,,,,False,True,True
7.511202000000001,6.482176,Collins Foundation Specialist Hospital & Maternity,,2455133022,,,,hospital,,,,,,False,True,True
7.520293,6.482548,Daberechi Hospital & Maternity,,2455133026,,,,hospital,,,,,,False,True,True
7.495014,6.455627,Enugu State Medical Diagnostic Centre,,2455133043,,,,hospital,,,,,,False,True,True
7.50105,6.4492,First dental consultants dental centre,,2455133057,,,,dentist,,,,,,False,False,True
7.49453,6.458544,Health Of Ihe Sick Pharmacy,,2455133125,,,,pharmacy,,,,,,True,False,True
7.518482,6.482961,Hope Hospital & Maternity,,2455133172,,,,hospital,,,,,,True,True,True
7.504745,6.473442,Mbanefo Hospital,,2455133311,,,,hospital,,,,,,False,False,True
7.506781,6.4746440000000005,Memfy Hospital,,2455133333,,,,hospital,,,,,,True,True,True
7.512483,6.483373,Ndubuisi Hospital & Maternity,,2455133358,,,,hospital,,,,,,True,True,True
7.479773,6.460941,Neuro Spinal Clinic,,2455133359,,,,clinic,,,,,,False,True,True
7.484299000000001,6.448343,Piccola Opera Specialist Hospital,,2455133389,,,,hospital,,,,,,True,True,True
7.5020380000000015,6.482139,Prime Care Hospital,,2455133394,,,,hospital,,,,,,False,False,True
7.496199000000002,6.448324,Rail Way Hospital,,2455133399,,,,hospital,,,,,,False,True,True
7.4930850000000015,6.45038,Sure mercies eye clinic & services,,2455133416,,,,clinic,,,,,,False,False,True
7.5177679999999985,6.483164,Tunde's Hospital & Maternity,,2455133443,,,,hospital,,,,,,False,False,True
7.531527,6.407998,Ndiagu Amechi Uwani Health Center,,2455133488,,,,clinic,,,,,,True,True,True
7.509614,6.4143050000000015,Gerald Hospital,,2455133495,,,,hospital,,,,,,False,True,True
7.494977,6.418407,Viva Healthfoo Shop & Dietetic Clinic,,2455133518,,,,clinic,,,,,,True,True,True
7.4963289999999985,6.430425,Hansa Clinics,,2455133606,,,,clinic,,,,,,True,False,True
7.49383,6.432002,Nosco Hospital,,2455133620,,,,hospital,,,,,,False,False,True
7.489072,6.436035,Mother Of Christ Specialist Hospital,,2455133700,,,,hospital,,,,,,False,True,True
7.500153999999998,6.436319,Victory Clinic,,2455133704,,,,clinic,,,,,,True,True,True
7.502103,6.438333,Jacob Memorial Clinic,,2455133724,,,,clinic,,,,,,True,False,True
7.495275,6.44096,Emmanuel Clinic,,2455133759,,,,clinic,,,,,,False,False,True
7.501111,6.447611,Bethel Medical Clinic,,2455133833,,,,clinic,,,,,,False,True,True
7.523975999999998,6.451085,Neo Hospital,,2455133898,,,,hospital,,,,,,True,True,True
7.4999568,6.4464101,Central Maternity Home,,2460130863,,,,hospital,,,,,,False,True,True
7.499436500000002,6.4448962,St Francis Hospital,,2460131321,,,,hospital,,,,,,False,False,True
7.4979710000000015,6.459315,GTC Clinic Enugu,,2492311896,,,,clinic,,,,,,False,True,True
13.1240043,13.667639800000002,,,2557185262,,,,hospital,,,,,,True,True,True
13.2740888,13.6683157,,,2557386283,,,,hospital,,,,,,True,True,True
7.603092,12.9844276,Police Compound Clinic,,2570329832,,,,hospital,,,,,,False,False,True
7.6081894,12.9792981,Kofar Kaura Hospital,,2570329835,,,,hospital,,,,,,True,False,True
2.6106479,6.5040656,Les Palmiers,,2619439029,,,,pharmacy,,,,,,True,True,True
2.630456,6.5085373,St. Nom de Jesus,,2619439229,,,,doctors,,,,,,True,True,True
2.6300123,6.494086299999998,Les Oliviers,,2619447817,,,,doctors,,,,,,True,True,True
3.9084103,7.441304700000001,Poly Clinic,,2627690902,,,,hospital,,,,,,True,False,True
7.9,11.816667,,,2749749839,,,,hospital,,,,,,False,False,True
8.0860006,12.2647676,Unguwar Bakke H.P.,,2749801934,,,,hospital,,,,,,True,True,True
9.0743163,11.371593699999998,Kawo Bunnabus H.P.,,2749805310,,,,hospital,,,,,,False,True,True
8.4828259,12.0448051,Kunya H.C.,,2749807577,,,,hospital,,,,,,True,False,True
8.4583997,11.9788423,Rijiyar Zaki H.P.,,2749843354,,,,hospital,,,,,,True,True,True
13.147862,11.8230885,Borno Emergency Operations Center,,2862390777,,,,hospital,,,,,,True,False,True
7.4525527999999985,10.51355,Kaduna Emergency Operations Center,,2862390778,,,,hospital,,,,,,False,False,True
7.694678,11.511656,Falgore Primary Health Centre,,2923098158,,,"Falgore, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.7276659,11.4507448,Tsara Primary Health Centre,,2923098159,,,"Falgore, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.838291499999999,11.4377429,Beli Primary Health Centre,,2923263865,,,"Beli, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.8588881,11.400621,Fulatan Primary Health Centre,,2923263867,,,"Fulatan, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.747225500000001,11.4870724,Gwangwan Primary Health Centre,,2923263868,,,"Gwangwan, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.7574532,11.4071835,Ruwan Bago Health Post,,2923263870,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.7436668000000015,11.4050538,Unguwar Liman Health Post,,2923263873,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.772042599999999,11.4932289,Unguwar Malam Amadu Health Post,,2923263874,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.8119881,11.3970316,Zarewa Primary Health Centre,,2923263875,,,"Zarewa, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.883483999999998,11.6249586,Kaleku Health Post,,2923366078,,,"Zoza, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.820641,11.5426114,Kauyen Liman Health Post,,2923366080,,,"Rogo Sabon Gari, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.8308789,11.5526616,Rogo General Hospital,,2923366081,,,"Rogo Sabon Gari, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.799461999999999,11.574668,Tsohuwar Rogo Health Post,,2923366082,,,"Rogo Ruma, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.8718061000000015,11.6274485,Zoza Health Post,,2923366083,,,"Zoza, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.935751299999999,11.5567689,Jajaye Primary Health Centre,,2923485905,,,"Jajaye, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.946721000000001,11.686453,Mah Health Post,,2923485906,,,"Yola, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.0155461,11.6360292,Sakarma Health Post,,2923485908,,,"Baawa, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.977355900000001,11.52177,Barbaji Primary Health Centre,,2923512472,,,"Jajaye, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.954741900000001,11.4800424,Sagondare Health Post,,2923512474,,,"Jajaye, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.9180823,11.4558949,Yanoko Primary Health Centre,,2923512475,,,"Fulatan, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.949128900000002,11.8351422,Dalal Health Post,,2923573774,,,"Kara, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.9507881,11.820229800000002,Dalangashi Primary Health Centre,,2923573775,,,"Kara, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.0573574,11.8436645,Dederi Health Post,,2923573778,,,"Yammedi, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,False,True
7.9908227,11.8273137,Dutsan Amare Health Post,,2923573779,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.039603999999999,11.832834599999998,Kurugu Health Post,,2923573783,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.063955499999999,11.806303,Sabon Fegi Health Post,,2923573785,,,"Yammedi, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.996200999999999,11.766721,Tinkis Health Post,,2923573787,,,"Magajin Hajji, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.930958,11.733248800000002,Tudun Kaya Health Post,,2923573788,,,"Tudun Kaya, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.022260000000001,11.837745300000002,Tumfafi Health Post,,2923573789,,,"Sabon Birni, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.991347699999999,11.7866681,Unguwar Munana Health Post,,2923573792,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.949096799999999,11.7198087,Yola Primary Health Centre,,2923573794,,,"Yola, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.630555099999999,10.7018286,Dadin Kowa Primary Health Centre,,2923599548,,,"Dadin Kowa, Doguwa, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.6884079,10.8163515,Karasa Health Post,,2923599552,,,"Zainabi, Doguwa, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.6301462,10.8088675,Mekwandira Health Post,,2923599554,,,"Tagwaye, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.7279186,10.750129,Ririwai Primary Health Centre,,2923599555,,,"Riruwai, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.7276922,10.8086972,Yalwa Primary Health Centre,,2923599556,,,"Zainabi, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1386675,11.7484648,Achilafiya Health Post,,2925699882,,,"Bargoni, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1052227,11.719051,Bargoni Health Post,,2925699884,,,"Bargoni, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1478795,11.8426972,Baskore Health Post,,2925699885,,,"Kanwa, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.207099099999999,11.8027135,Dugabau Primary Health Centre,,2925699887,,,"Dugabau, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.2299541,11.7519495,Galadimawa Health Post,,2925699888,,,"Galadimawa, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1974104,11.7108499,Gazan Health Post,,2925699889,,,"Kiru, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.113176,11.788362,Husama Health Post,,2925699891,,,"Kafin Dabga, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.123095900000001,11.8318724,Kafin Dabga Health Post,,2925699894,,,"Kafin Dabga, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.182048599999998,11.7301784,Kailani Health Post,,2925699895,,,"Bargoni, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.1505252,11.8264287,Kanwa Health Post,,2925699896,,,"Kanwa, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.1921146,11.8602942,Malan Gajere Health Post,,2925699899,,,"Kabo, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.2425612,11.8468936,Masanawa Health Post,,2925699900,,,"Masanawa, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2309109,11.820294300000002,Unguwar Turaki Health Post,,2925701101,,,"Dugabau, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.2055225,11.7502925,Zuwo Health Post,,2925701104,,,"Zuwo, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1904451,11.5889314,Bauda Health Post,,2925719598,,,"Bauda, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.2253466,11.5908985,Danbubu Health Post,,2925719599,,,"Durmawa, Bebeji, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1572808,11.5360867,Dangora Primary Health Centre,,2925719600,,,"Dangora, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2548285,11.533195,Gwarmai Health Post,,2925757202,,,"Gwarmai, Bebeji, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.202676,11.6809365,Tsaudawa Health Post,,2925757205,,,"Tsaudawa, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.720499900000002,10.6044246,Bahawa Primary Health Centre,,2925837268,,,"Maraku, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.7593621,10.6404903,Maganda Health Post,,2925837269,,,"Shere, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.6471287,10.6387049,Rufai Health Post,,2925837271,,,"Dadin Kowa, Doguwa, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.7159172,10.5758648,Yalwan Dan Musa Health Post,,2925837272,,,"Maraku, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
7.903103999999999,11.725309,Dan Gayaki Health Post,,2925849528,,,"Tudun Kaya, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.190405,11.588927,Bauda Health Post,,2925991011,,,"Bauda, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.2253509,11.5908921,Danbubu Health Post,,2925991012,,,"Durmawa, Bebeji, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.2583278,11.605175,Durmawa Health Post,,2925991014,,,"Durmawa, Bebeji, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.1288835,11.6771255,Maraku Health Post,,2925991017,,,"Maraku, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.2026737,11.6809406,Tsaudawa Health Post,,2925991018,,,"Tsaudawa, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.1928273,11.6556987,Yako Primary Health Centre,,2925991019,,,"Yako, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.284982300000001,12.311898199999998,Belli Health Post,,2929137239,,,"Waire, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3351345,12.2998701,Daddo Health Post,,2929137241,,,"Yallami, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.321570699999999,12.2658179,Damargu Primary Health Centre,,2929137242,,,"Yallami, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.428341900000001,12.2226367,Damfamin Tofa Health Post,,2929137243,,,"Ganduje, Dawakin Tofa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.4188614,12.2627379,Gawon Bature Health Post,,2929137244,,,"Saye, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.4054439,12.3633923,Gwarmai Primary Health Centre,,2929137245,,,"Gwarmai, Kunchi, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.3897956,12.3302322,Kwamarawa Health Post,,2929137251,,,"Kwamarawa, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.3961623,12.275517,Saye Primary Health Centre,,2929137253,,,"Saye, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.392552199999999,12.303154,Tinki Health Post,,2929137255,,,"Kwamarawa, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3289016,12.346882199999998,Tofawa Health Post,,2929137256,,,"Kasuwar Kuka, Kunchi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.2931442,12.2691565,Yanbundu Health Post,,2929137259,,,"Badume, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2875943,12.2443931,Yola Health Post,,2929137260,,,"Badume, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.179591,11.3752413,Bagwaro Primary Health Centre,,2929298953,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.1540238,11.4122436,Kurido Health Post,,2929298960,,,"Karfi, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.2017341,11.3718751,Shukutu Health Post,,2929298962,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.2346986,11.4701966,Yada Health Post,,2929298963,,,"Farun Ruwa, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2574267,12.3653887,Baje Primary Health Centre,,2929399558,,,"Shamakawa, Kunchi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.101274700000001,12.381538699999998,Farsa Health Post,,2929399564,,,"Tatsan, Tsanyawa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.1744508,12.242838699999998,Karari Health Post,,2929399567,,,"Bichi, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1480733,12.3400075,Lamba Health Post,,2929399568,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.2101924,12.3779428,Rigana Primary Health Centre,,2929399570,,,"Garun Sheme, Kunchi, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.1558689,12.2743958,Yangwarzo Health Post,,2929399577,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.142598800000002,11.3229022,Bango Health Post,,2929482459,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.3242087,11.5209549,Awazara Health Post,,2930754050,,,"Kachako, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.3181379,11.544172,Kwanar Huguma Health Post,,2930873950,,,"Kachako, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.337156,11.566959,Langwami Health Post,,2930873951,,,"Kachako, Takai, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.2883689,11.7696799,Akilu Memorial Primary Health Centre,,2931186952,,,"Madobi, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3951119,11.7588569,Azore Primary Health Centre,,2931186953,,,"Dalili, Kura, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.4240812,11.7134711,Dakasoye Health Post,,2931186957,,,"Dakasoye, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.4189788,11.8167764,Godar Ali Health Post,,2931186961,,,"Rigar Duka, Kura, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.261986,11.8540473,Kazode Health Post,,2931186968,,,"Masanawa, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3551015,11.7581719,Kubaraci Health Post,,2931186969,,,"Kubaraci, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3787179,11.7897173,Kudurun Health Post,,2931186970,,,"Kubaraci, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.424285000000001,11.7777642,Kura General Hospital,,2931186971,,,"Dalili, Kura, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.368151,11.7216835,Kwiwa Health Post,,2931186973,,,"Makwaro, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.4143716,11.7367199,Makwaro Health Post,,2931186974,,,"Makwaro, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.4261871,11.7703492,Sani Mashal Primary Health Centre,,2931186978,,,"Kurun Sumau, Kura, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.4174157,11.700608099999998,Yadakwari Health Post,,2931186979,,,"Yada Kwari, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.0157394,11.2928207,Magami Primary Health Centre,,2931206835,,,"Magami, Sumaila, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.846281699999997,11.1232171,Gomo Primary Health Centre,,2932511313,,,"Masu, Sumaila, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.5759688,11.1210413,Falgore Health Post,,2933025737,,,"Falgore, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,False,True
8.589466,11.0878111,Gada Health Post,,2933025739,,,"Falgore, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.6853219,11.3228351,Dariya Health Post,,2934099806,,,"Dalawa, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.639892,11.3482479,Gazobi Health Post,,2934099807,,,"Dalawa, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.718124699999999,11.3176885,Rufan Health Post,,2934099808,,,"Baburi, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.9123036,11.3505283,Gediya Primary Health Centre,,2934251941,,,"Gediya, Sumaila, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.449685699999998,11.2489621,Jandutse Health Post,,2935502595,,,"Jandutse, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,True,False,True
8.521873900000001,11.1872899,Kurkujawa Health Post,,2935502596,,,"Jita, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.5650291,11.2624475,Nataala Primary Health Centre,,2935502597,,,"Nata-Ala, Tudun Wada, Kano",hospital,,,,ehealthafrica.org,,True,False,True
