longitude,latitude,Name,description,osm_id,operator:type,healthcare:speciality,addr:full,amenity,capacity:persons,healthcare,addr:city,source,building,TestingAvailability,BedAvailability,VentilatorAvailability
7.477927,6.449914,Colliery Hospital,,2455133021,,,,hospital,,,,,,False,True,True
7.511202000000001,6.482176,Collins Foundation Specialist Hospital & Maternity,,2455133022,,,,hospital,,,,,,False,True,True
7.520293,6.482548,Daberechi Hospital & Maternity,,2455133026,,,,hospital,,,,,,False,True,True
7.495014,6.455627,Enugu State Medical Diagnostic Centre,,2455133043,,,,hospital,,,,,,False,True,True
7.498271000000001,6.4604610000000005,FSP Medical Centre,,2455133052,,,,hospital,,,,,,True,True,False
7.518482,6.482961,Hope Hospital & Maternity,,2455133172,,,,hospital,,,,,,True,True,True
7.506781,6.4746440000000005,Memfy Hospital,,2455133333,,,,hospital,,,,,,True,True,True
7.512483,6.483373,Ndubuisi Hospital & Maternity,,2455133358,,,,hospital,,,,,,True,True,True
7.479773,6.460941,Neuro Spinal Clinic,,2455133359,,,,clinic,,,,,,False,True,True
7.50139,6.476539,Ntasi Obi Ndi No Naafufu Specialist Hospital,,2455133362,,,,doctors,,,,,,False,True,False
7.484299000000001,6.448343,Piccola Opera Specialist Hospital,,2455133389,,,,hospital,,,,,,True,True,True
7.5168339999999985,6.479049,Planet Medical Centre,,2455133390,,,,pharmacy,,,,,,True,True,False
7.496199000000002,6.448324,Rail Way Hospital,,2455133399,,,,hospital,,,,,,False,True,True
7.517908999999999,6.482463,St Theresa's Hospital,,2455133408,,,,hospital,,,,,,True,True,False
7.5185179999999985,6.483601,St.Paul's Hospital & Maternity,,2455133409,,,,hospital,,,,,,False,True,False
7.485499000000001,6.450652,White Hall Medical Centre,,2455133484,,,,pharmacy,,,,,,False,True,False
7.531527,6.407998,Ndiagu Amechi Uwani Health Center,,2455133488,,,,clinic,,,,,,True,True,True
7.5442724,6.4134272,Chinwe Memorial Clinic,,2455133491,,,,clinic,,,,,,False,True,False
7.509614,6.4143050000000015,Gerald Hospital,,2455133495,,,,hospital,,,,,,False,True,True
7.498048,6.417484,Symbol Hospital,,2455133508,,,,hospital,,,,,,True,True,False
7.494977,6.418407,Viva Healthfoo Shop & Dietetic Clinic,,2455133518,,,,clinic,,,,,,True,True,True
7.488622,6.423369,HospitaliteMSCOM Nig. Limited,,2455133537,,,,hospital,,,,,,False,True,False
7.487721,6.424396,,,2455133544,,,,hospital,,,,,,True,True,False
7.494653,6.425602,First Holistic Health Physiotherapy Clinic,,2455133555,,,,clinic,,,,,,False,True,False
7.5175755,6.4270444000000015,German Leprosy & Tb Relief Association,,2455133561,,,,hospital,,,,,,True,True,False
7.4939740000000015,6.432301,Lorencis Specialist Hospital,,2455133621,,,,hospital,,,,,,True,True,False
7.493233999999998,6.434286,State Vertinary Hospital Enugu,,2455133654,,,,hospital,,,,,,True,True,False
7.489072,6.436035,Mother Of Christ Specialist Hospital,,2455133700,,,,hospital,,,,,,False,True,True
7.500153999999998,6.436319,Victory Clinic,,2455133704,,,,clinic,,,,,,True,True,True
7.497678,6.440714,ST Augustine Memorial Hospital & Maternity,,2455133755,,,,hospital,,,,,,False,True,False
7.501111,6.447611,Bethel Medical Clinic,,2455133833,,,,clinic,,,,,,False,True,True
7.511564999999999,6.449521,Christian Miracle Hospital,,2455133844,,,,hospital,,,,,,False,True,False
7.523975999999998,6.451085,Neo Hospital,,2455133898,,,,hospital,,,,,,True,True,True
7.5002894,6.4459517,Asata Health Center,,2460130824,,,,hospital,,,,,,False,True,False
7.4999568,6.4464101,Central Maternity Home,,2460130863,,,,hospital,,,,,,False,True,True
7.4979710000000015,6.459315,GTC Clinic Enugu,,2492311896,,,,clinic,,,,,,False,True,True
8.878388699999997,9.8902425,LA Med Pharmacy,,2554016955,,,,pharmacy,,,,common knowledge,,False,True,False
13.2039755,13.8386889,,,2557184238,,,,clinic,,,,,,True,True,False
13.1240043,13.667639800000002,,,2557185262,,,,hospital,,,,,,True,True,True
13.2740888,13.6683157,,,2557386283,,,,hospital,,,,,,True,True,True
2.6106479,6.5040656,Les Palmiers,,2619439029,,,,pharmacy,,,,,,True,True,True
2.6348347000000003,6.5149012000000015,"Centre Medico Social ""Salem""",,2619439185,,,,doctors,,,,,,False,True,False
2.630456,6.5085373,St. Nom de Jesus,,2619439229,,,,doctors,,,,,,True,True,True
2.6300123,6.494086299999998,Les Oliviers,,2619447817,,,,doctors,,,,,,True,True,True
8.2376304,12.4863236,Karofawa H.P.,,2749778536,,,,hospital,,,,,,False,True,False
8.0860006,12.2647676,Unguwar Bakke H.P.,,2749801934,,,,hospital,,,,,,True,True,True
9.0743163,11.371593699999998,Kawo Bunnabus H.P.,,2749805310,,,,hospital,,,,,,False,True,True
8.355596499999999,12.4100315,Dankwai H.P.,,2749815081,,,,hospital,,,,,,True,True,False
8.4583997,11.9788423,Rijiyar Zaki H.P.,,2749843354,,,,hospital,,,,,,True,True,True
8.9746832,11.4959675,Kargo H.P.,,2751484802,,,,hospital,,,,,,True,True,False
7.505816999999999,9.0384264,Abuja Emergency Operations Center,,2862390776,,,,hospital,,,,,,False,True,False
7.694678,11.511656,Falgore Primary Health Centre,,2923098158,,,"Falgore, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.838291499999999,11.4377429,Beli Primary Health Centre,,2923263865,,,"Beli, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.7354815000000015,11.5159251,Dayaso Health Post,,2923263866,,,"Gwangwan, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,False
7.831174199999999,11.4799185,Hago Primary Health Centre,,2923263869,,,"Beli, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,False
7.7818216,11.4528744,Tudun Magaji Health Post,,2923263872,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,False
7.7436668000000015,11.4050538,Unguwar Liman Health Post,,2923263873,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.772042599999999,11.4932289,Unguwar Malam Amadu Health Post,,2923263874,,,"Ruwan Bago, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.883483999999998,11.6249586,Kaleku Health Post,,2923366078,,,"Zoza, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.825976,11.54124,Karshi Health Post,,2923366079,,,"Rogo Sabon Gari, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,False
7.820641,11.5426114,Kauyen Liman Health Post,,2923366080,,,"Rogo Sabon Gari, Rogo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.799461999999999,11.574668,Tsohuwar Rogo Health Post,,2923366082,,,"Rogo Ruma, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.8718061000000015,11.6274485,Zoza Health Post,,2923366083,,,"Zoza, Rogo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.0447544,11.4982763,Gabari Health Post,,2923512473,,,"Dansoshiya, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,False
7.949128900000002,11.8351422,Dalal Health Post,,2923573774,,,"Kara, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.9507881,11.820229800000002,Dalangashi Primary Health Centre,,2923573775,,,"Kara, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.0292982,11.8114536,Dambazau Health Post,,2923573776,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,False
7.9908227,11.8273137,Dutsan Amare Health Post,,2923573779,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.063955499999999,11.806303,Sabon Fegi Health Post,,2923573785,,,"Yammedi, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.996200999999999,11.766721,Tinkis Health Post,,2923573787,,,"Magajin Hajji, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.022260000000001,11.837745300000002,Tumfafi Health Post,,2923573789,,,"Sabon Birni, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.991347699999999,11.7866681,Unguwar Munana Health Post,,2923573792,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.002074,11.816176400000002,Zangun Majema Health Post,,2923573795,,,"Kurugu, Karaye, Kano",hospital,,,,ehealthafrica.org,,True,True,False
3.9161335,7.3819811,Ode Aje Health Centre,,3084994677,,,,hospital,,,,,,False,True,False
8.6826966,10.7081211,Kwando Primary Health Centre,,2923599553,,,"Riruwai, Doguwa, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.7279186,10.750129,Ririwai Primary Health Centre,,2923599555,,,"Riruwai, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.7710802,10.7888986,Zainabi Health Post,,2923599557,,,"Zainabi, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.1052227,11.719051,Bargoni Health Post,,2925699884,,,"Bargoni, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1478795,11.8426972,Baskore Health Post,,2925699885,,,"Kanwa, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.227324000000001,11.7173406,Dashi Health Post,,2925699886,,,"Dashi, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.1974104,11.7108499,Gazan Health Post,,2925699889,,,"Kiru, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.2355798,11.8657616,Hawadin Galadima Primary Health Centre,,2925699890,,,"Hawadin Galadima, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.182048599999998,11.7301784,Kailani Health Post,,2925699895,,,"Bargoni, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.1539167,11.866304199999998,Kauyen Mahuta Health Post,,2925699897,,,"Kabo, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.2425612,11.8468936,Masanawa Health Post,,2925699900,,,"Masanawa, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2309109,11.820294300000002,Unguwar Turaki Health Post,,2925701101,,,"Dugabau, Kabo, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1572808,11.5360867,Dangora Primary Health Centre,,2925719600,,,"Dangora, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2583199,11.6051805,Durmawa Health Post,,2925757201,,,"Durmawa, Bebeji, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.1719701,11.6230036,Kogo Primary Health Centre,,2925757203,,,"Kogo, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.128890799999999,11.677140199999998,Maraku Health Post,,2925757204,,,"Maraku, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.1929152,11.6557163,Yako Primary Health Centre,,2925757206,,,"Yako, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.237094800000001,11.4345387,Gajale Health Post,,2925787871,,,"Badafi, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.202919,11.458138,Kafin Maiyaki Primary Health Centre,,2925787873,,,"Yalwa, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.720499900000002,10.6044246,Bahawa Primary Health Centre,,2925837268,,,"Maraku, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.7593621,10.6404903,Maganda Health Post,,2925837269,,,"Shere, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.6868991,10.649021,Maraku Primary Health Centre,,2925837270,,,"Maraku, Doguwa, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.6471287,10.6387049,Rufai Health Post,,2925837271,,,"Dadin Kowa, Doguwa, Kano",hospital,,,,ehealthafrica.org,,True,True,True
7.903103999999999,11.725309,Dan Gayaki Health Post,,2925849528,,,"Tudun Kaya, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,True
7.888228999999999,11.7676412,Gurawa Health Post,,2925849529,,,"Kwanyawa, Karaye, Kano",hospital,,,,ehealthafrica.org,,False,True,False
7.859758999999999,11.8352349,Malamawa Health Post,,2925849532,,,"Jama'A, Gwarzo, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.1572761,11.5360675,Dangora Primary Health Centre,,2925991013,,,"Dangora, Kiru, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.2583278,11.605175,Durmawa Health Post,,2925991014,,,"Durmawa, Bebeji, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.1719512,11.6230025,Kogo Primary Health Centre,,2925991016,,,"Kogo, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.1288835,11.6771255,Maraku Health Post,,2925991017,,,"Maraku, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1928273,11.6556987,Yako Primary Health Centre,,2925991019,,,"Yako, Kiru, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3813869,12.2707934,Bankaura Health Post,,2929137238,,,"Kwamarawa, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.284982300000001,12.311898199999998,Belli Health Post,,2929137239,,,"Waire, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2737713,12.3310091,Jinjimawa Health Post,,2929137246,,,"Waire, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.3057174,12.3720534,Jodade Health Post,,2929137247,,,"Kasuwar Kuka, Kunchi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.3329369,12.2319051,Kawaji Health Post,,2929137248,,,"Badume, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.388875099999998,12.2126896,Kirya Health Post,,2929137249,,,"Tattarawa, Dawakin Tofa, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.281903100000001,12.372987,Kuku Primary Health Centre,,2929137250,,,"Gwarmai, Kunchi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.368009299999999,12.2887687,Marga Dari Health Post,,2929137252,,,"Kwamarawa, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.3961623,12.275517,Saye Primary Health Centre,,2929137253,,,"Saye, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.309361,12.2352404,Taddangari Primary Health Centre,,2929137254,,,"Yallami, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.392552199999999,12.303154,Tinki Health Post,,2929137255,,,"Kwamarawa, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3416815,12.2674557,Tukuibi Health Post,,2929137257,,,"Fagolo, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.2931442,12.2691565,Yanbundu Health Post,,2929137259,,,"Badume, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2875943,12.2443931,Yola Health Post,,2929137260,,,"Badume, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.179591,11.3752413,Bagwaro Primary Health Centre,,2929298953,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.1969097,11.4109099,Faruruwa Health Post,,2929298956,,,"Farun Ruwa, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,False
9.1540238,11.4122436,Kurido Health Post,,2929298960,,,"Karfi, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.2017341,11.3718751,Shukutu Health Post,,2929298962,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.2346986,11.4701966,Yada Health Post,,2929298963,,,"Farun Ruwa, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.2574267,12.3653887,Baje Primary Health Centre,,2929399558,,,"Shamakawa, Kunchi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.1594934,12.321506,Chiromawa Primary Health Centre,,2929399560,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.2495077,12.3125105,Dutsen Dorawa Health Post,,2929399563,,,"Waire, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.1690565,12.2554986,Hagawa Health Post,,2929399566,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.1744508,12.242838699999998,Karari Health Post,,2929399567,,,"Bichi, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1480733,12.3400075,Lamba Health Post,,2929399568,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.1475524,12.3805223,Malikawa Sarari Health Post,,2929399569,,,"Danzabuwa, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.201159599999999,12.2665799,Rimaye Health Post,,2929399571,,,"Kau-Kau, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.1492133,12.3004044,Tsidau Health Post,,2929399574,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.2209789,12.3455345,Waire Health Post,,2929399575,,,"Waire, Bichi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.1558689,12.2743958,Yangwarzo Health Post,,2929399577,,,"Kyalli, Bichi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.142598800000002,11.3229022,Bango Health Post,,2929482459,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
9.3242087,11.5209549,Awazara Health Post,,2930754050,,,"Kachako, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,True
9.3181379,11.544172,Kwanar Huguma Health Post,,2930873950,,,"Kachako, Takai, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.391051,11.7308417,Agalawa Health Post,,2931186951,,,"Makwaro, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.2883689,11.7696799,Akilu Memorial Primary Health Centre,,2931186952,,,"Madobi, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3951119,11.7588569,Azore Primary Health Centre,,2931186953,,,"Dalili, Kura, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.347273,11.732175,Cikadawa Health Post,,2931186954,,,"Rikadawa, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.4240812,11.7134711,Dakasoye Health Post,,2931186957,,,"Dakasoye, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.302178900000001,11.8309728,Dan-marina Health Post,,2931186958,,,"Gora, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.400037,11.713562199999998,Danmaura Health Post,,2931186959,,,"Yada Kwari, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.264159900000001,11.7853045,Gara Health Post,,2931186960,,,"Madobi, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.4189788,11.8167764,Godar Ali Health Post,,2931186961,,,"Rigar Duka, Kura, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3269983,11.8178806,Gora H.C. Primary Health Centre,,2931186962,,,"Gora, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.3009099,11.8660326,Gulu Primary Health Centre,,2931186963,,,"Dawakin Gulu, Rimin Gado, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.4199835,11.7776244,Hadeja Jamaare Health Post,,2931186964,,,"Dalili, Kura, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.261986,11.8540473,Kazode Health Post,,2931186968,,,"Masanawa, Kabo, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.3551015,11.7581719,Kubaraci Health Post,,2931186969,,,"Kubaraci, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3787179,11.7897173,Kudurun Health Post,,2931186970,,,"Kubaraci, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.424285000000001,11.7777642,Kura General Hospital,,2931186971,,,"Dalili, Kura, Kano",hospital,,,,ehealthafrica.org,,True,True,True
8.3933815,11.8515141,Kwankwaso P.H.C. Health Post,,2931186972,,,"Kwankwaso, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.368151,11.7216835,Kwiwa Health Post,,2931186973,,,"Makwaro, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.400595,11.821897,Ningawa Health Post,,2931186975,,,"Kwankwaso, Madobi, Kano",hospital,,,,ehealthafrica.org,,False,True,False
8.3089365,11.7336356,Rikadawa Health Post,,2931186976,,,"Rikadawa, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
8.4174157,11.700608099999998,Yadakwari Health Post,,2931186979,,,"Yada Kwari, Garum Mallam, Kano",hospital,,,,ehealthafrica.org,,False,True,True
8.264664,11.740306,Yakun Health Post,,2931186980,,,"Yakun, Madobi, Kano",hospital,,,,ehealthafrica.org,,True,True,False
9.128795599999998,11.3410481,Brinin Bako Primary Health Centre,,2931206833,,,"Bagwaro, Takai, Kano",hospital,,,,ehealthafrica.org,,False,True,False
9.0052938,11.2507954,Sansani Health Post,,2931206836,,,"Magami, Sumaila, Kano",hospital,,,,ehealthafrica.org,,True,True,False
